Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_sous_tirage,RAM_sous_tirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM,geo_point_2d,lat,lon
TRIEY,TRIEY,BOURGOGNE-FRANCHE-COMTé,61%,878607.5,6694556.0,0.9,3.9,36.2,3.4,3.9,41.0,Transfert(s) de capacité : +1 MW le 13/01/2023. +18 MW le 12/05/2023 et transfert de capacité notifié le 19/07/2024 de 22 MW,72.71 k€/MW,,0.0,0.0,Augmentation des capacités de transit du réseauà63 000 Volts dans le secteur de Gray - Gy - Geneuille,0.0, <= 0.0MW,27.2,40.0,,2.0,2.9,21.0,63.0,,3.9,32.0,35.6,,,,,36,25.6,39.3,100,0.0,0.0,"47.3273906811757, 5.365494604039815",47.3273906811757,5.365494604039815
TRING,TRINGUE,HAUTS-DE-FRANCE,54%,602532.7,7046131.0,0.4,0.0,10.5,1.0,0.0,10.9,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,10.5,72.0,,2.0,8.7,21.0,89.0,,0.0,10.9,79.7,,,,,60,28.8,11.9,14,68.542,28.8,"50.50478877758407, 1.6281063180178132",50.50478877758407,1.6281063180178132
TRINI,LA TRINITE,PROVENCE-ALPES-COTE-D'AZUR,17%,936653.1,6413076.5,0.0,1.7,7.3,3.5,2.2,9.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,, <= 0.0MW,0.0,10.0,,1.0,1.0,21.0,63.0,Mutation d'un transformateur de 10 en 36 MVA,2.2,9.5,5.3,,,,,50,5.0,15.2,100,0.0,0.0,"44.77648108358332, 5.992113130533466",44.77648108358332,5.992113130533466
TRINQ,TRINQUETAILLE,PROVENCE-ALPES-COTE-D'AZUR,17%,829350.4,6287684.5,0.0,2.1,7.9,4.4,2.2,10.0,_,76.07 k€/MW,,0.0,9.7,,, <= 0.0MW,7.9,36.0,,1.0,2.7,21.0,63.0,,2.2,10.1,32.2,,,,,37,22.68,16.7,51,15.778,15.778,"43.67551755594234, 4.602402868513141",43.67551755594234,4.602402868513141
TRO.E,TROYES-EST,GRAND-EST,78%,781187.4,6801188.5,0.3,0.2,1.0,1.3,0.2,1.5,18/11/2024 : -1.04 MW,81.82 k€/MW,Non,0.0,2.1,.,0.0, <= 0.0MW,2.0,108.0,,3.0,8.9,21.0,63.0,,0.2,2.5,115.4,,,,,41,63.720000000000006,4.0,3,111.938,63.720000000000006,"48.306042732844915, 4.095021012035163",48.306042732844915,4.095021012035163
TROUI,TROUILLAS,OCCITANIE,35%,685465.06,6168028.0,0.3,13.7,4.0,29.9,31.8,18.0,7/2024:+4MW de CERET,81.6 k€/MW,,0.0,0.0,Renforcement transformation Baixas,, <= 0.0MW,3.9,108.0,,3.0,5.0,21.0,63.0,,31.8,36.1,51.3,,,,,23,83.16,97.8,100,0.0,0.0,"42.6115983936376, 2.8230569268602106",42.6115983936376,2.8230569268602106
TUCQU,TUCQUEGNIEUX,GRAND-EST,78%,910982.0,6916378.5,0.0,0.8,0.8,1.6,0.8,1.6,18/11/2024 : -0.92 MW,81.82 k€/MW,Non,0.0,2.2,.,0.0, de 0.0MW é 15.0MW,1.7,40.0,,2.0,3.0,21.0,62.0,,2.1,3.7,39.3,,,,,37,25.2,6.1000000000000005,15,33.404999999999994,25.2,"49.3119223212558, 5.900873734429704",49.3119223212558,5.900873734429704
TUILI,TUILIERES,NOUVELLE-AQUITAINE,77%,512837.6,6419210.0,3.9,21.6,0.0,5.8,21.8,22.0,15/02/2024 : +2 MW depuis EXCIDEUIL,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,10.7,40.0,,2.0,4.0,21.0,62.0,,21.8,36.4,16.3,,,,,50,20.0,64.0,100,0.0,0.0,"44.84484082023117, 0.6353307046315215",44.84484082023117,0.6353307046315215
TULLE,TULLE,NOUVELLE-AQUITAINE,77%,602419.1,6462378.5,1.2,2.4,3.1,3.2,2.9,6.7,10/08/2023 : -2 MW vers SAILLANT | 19/09/2023 : -11.2 MW vers GOUDOUNECHE | 14/05/2024 : +2 MW depuis ST GERAUD DE CORPS,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,72.0,,2.0,5.5,21.0,89.0,,2.9,5.2,71.4,,,,,38,44.64,11.3,15,60.690000000000005,44.64,"45.25390418253736, 1.7561904176859395",45.25390418253736,1.7561904176859395
TURGO,TURGOT,ILE DE FRANCE,70%,652001.0,6864729.0,0.0,0.0,0.3,0.0,0.0,0.3,,1.83 k€/MW,,0.0,0.3,,0.0, <= 0.0MW,0.3,414.0,,9.0,17.8,20.0,225.0,,0.0,0.3,431.8,,,,,21,327.06,0.3,0,431.8,327.06,"48.88078789892025, 2.3455325965369527",48.88078789892025,2.3455325965369527
UNION,UNION,OCCITANIE,35%,576154.75,6286148.0,0.6,4.0,10.4,10.0,4.0,15.0,09/2023: -10MW vers VERFEIL,81.6 k€/MW,,0.0,19.7,-,0.0, de 0.0MW é 15.0MW,20.4,108.0,,3.0,14.5,21.0,63.0,,4.0,15.0,108.6,,,,,67,35.63999999999999,29.0,26,80.36399999999999,35.63999999999999,"43.66362305260584, 1.4647637568955563",43.66362305260584,1.4647637568955563
URCUR,URCURAY,NOUVELLE-AQUITAINE,77%,345980.7,6261534.5,3.8,3.5,0.0,8.3,3.5,7.3,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,72.0,,2.0,7.3,21.0,63.0,,3.5,7.3,67.5,,,,,50,36.0,19.1,28,48.6,36.0,"43.36490925495508, -1.3675884059663905",43.36490925495508,-1.3675884059663905
USSEL,USSEL,NOUVELLE-AQUITAINE,77%,646378.94,6496324.5,8.1,36.0,0.0,18.9,36.1,37.7,27/08/2024 : -2 MW vers EGLETONS | 06/08/2024 : -2 MW vers NAVES,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,12.8,72.0,,2.0,7.2,21.0,89.0,,27.5,46.4,32.8,,,,,50,36.0,101.4,100,0.0,0.0,"45.56439912048491, 2.312577057881143",45.56439912048491,2.312577057881143
USSON,USSON,OCCITANIE,35%,625045.44,6183974.0,0.0,0.0,1.0,1.6,0.2,1.0,-,81.6 k€/MW,,0.0,0.0,Travaux Haute-Vallée de l'Aude (transfo 150/63 kVàGesse),0.0, <= 0.0MW,0.0,10.0,,1.0,0.5,21.0,62.0, ,0.2,1.2,8.6,,,,,25,7.5,3.0,34,5.675999999999999,5.675999999999999,"42.75137586003733, 2.0855363941411382",42.75137586003733,2.0855363941411382
V.AGE,VALENCE D AGEN,OCCITANIE,35%,530561.94,6337547.5,2.7,13.8,6.5,10.8,17.3,23.0,-,81.6 k€/MW,,0.0,0.0,Travaux de réhabilitation de la ligne 63 kV MOISSAC-VALENCE déAGEN et installation de smart module au poste de VALENCE déAGEN (renforcement),0.0, <= 0.0MW,0.0,56.0,,2.0,6.2,21.0,63.0,,17.3,26.5,34.1,,,,,55,25.199999999999996,54.6,100,0.0,0.0,"44.11656558468659, 0.8828319685984913",44.11656558468659,0.8828319685984913
V.ALL,VARENNES-SUR-ALLIER,AUVERGNE-RHONE-ALPES,41%,731493.2,6578421.0,2.8,49.0,0.0,7.4,52.4,51.8,"Transfert de +20MW le 07/04/2022,Tsft +3MW le 18/03/24",41.11 k€/MW,,0.0,0.0,Création du poste 400/225/63kV de Centre Allier,0.0, <= 0.0MW,0.0,40.0,,2.0,3.9,16.0,63.0,Mutation de deux transformateurs de 20 en 36éMVA,17.4,40.2,19.1,,,,,48,20.8,100.0,100,0.0,0.0,"46.30494106048619, 3.40924339628357",46.30494106048619,3.40924339628357
V.AUB,VILLETTE-SUR-AUBE,GRAND-EST,78%,781239.06,6826671.5,0.0,0.0,0.0,104.3,0.0,0.0,Non,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,0.0,108.0,,3.0,0.2,21.0,89.0,,0.0,0.0,108.2,,,,,0,108.0,104.3,96,4.328000000000004,4.328000000000004,"48.53304516203422, 4.114002485023269",48.53304516203422,4.114002485023269
V.AVR,VERNEUIL-SUR-AVRE,HAUTE-NORMANDIE,97%,547530.56,6852288.0,1.6,20.2,5.2,3.1,20.2,27.0,,12.40 k€/MW,,0.0,5.9,,0.0, <= 0.0MW,8.2,72.0,,2.0,7.1,16.0,89.0,,20.2,36.0,55.8,,,,,49,36.72,59.3,100,0.0,0.0,"48.75274604273533, 0.9254522741049579",48.75274604273533,0.9254522741049579
V.BAR,VENDEUVRE-SUR-BARSE,GRAND-EST,78%,807706.4,6793799.0,1.8,6.7,1.2,3.1,6.8,9.7,28/12/2023 : -26 MW.. 18/11/2024 : -36.31 MW,81.82 k€/MW,Non,0.0,38.2,Schéma GE: raccordement de deux transformateur 63/20 kV - 36 MVA et renforcement des liaisonsà63 kV Ailleville - Creney - Vendeuvre,0.0, de 0.0MW é 15.0MW,0.0,20.0,,1.0,1.9,21.0,63.0,Ajout d'un transformateur de 36 MVA,6.8,72.1,12.0,,,,,47,10.6,82.0,100,0.0,0.0,"48.23514731383924, 4.451303381339428",48.23514731383924,4.451303381339428
V.BEL,VILLIERS-LE-BEL,ILE DE FRANCE,70%,656679.6,6879174.0,0.4,0.0,2.2,3.2,0.0,2.6,,1.83 k€/MW,,0.0,2.6,,0.0, <= 0.0MW,2.2,290.0,,4.0,40.8,20.0,225.0,,0.0,2.6,327.5,,,,,70,87.00000000000001,5.800000000000001,1,324.225,87.00000000000001,"49.01087237498144, 2.407840103073394",49.01087237498144,2.407840103073394
V.BLA,VILLENEUVE-DE-BLAYE,NOUVELLE-AQUITAINE,77%,414165.84,6448938.0,1.4,1.5,1.9,3.3,1.5,4.8,06/08/2024 : +2 MW depuis BACALAN,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,56.0,,2.0,5.6,16.0,63.0,,1.5,4.8,56.7,,,,,50,28.0,9.6,16,47.628,28.0,"45.080474743893696, -0.6334343241861694",45.080474743893696,-0.6334343241861694
V.CO5,VILLEFRANCHE-DE-CONFLENT,OCCITANIE,35%,647391.25,6165061.5,0.2,0.4,9.4,4.1,3.8,10.0,_,81.6 k€/MW,,0.0,0.0,renforcement des liaisons de la vallée de La Cerdagne (etat initial) et renforcement transformation Baixas,, <= 0.0MW,0.0,40.0,,2.0,4.0,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,3.8,13.4,36.1,,,,,50,20.0,21.3,59,14.801000000000002,14.801000000000002,"42.583163184622315, 2.360227429680907",42.583163184622315,2.360227429680907
V.CON,VIEUX-CONDE,HAUTS-DE-FRANCE,54%,741045.4,7040273.0,0.0,0.4,37.2,0.0,0.4,37.6,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,1.2,40.0,,2.0,4.5,10.0,63.0,,0.4,37.6,43.0,,,,,56,17.599999999999998,38.0,88,5.16,5.16,"50.45882478048166, 3.5776465584782673",50.45882478048166,3.5776465584782673
V.COT,VILLERS-COTTERET,HAUTS-DE-FRANCE,54%,706418.0,6904930.5,0.1,0.0,30.7,0.6,11.3,30.8,!,75.29 k€/MW,0.0,0.0,0.1,,0.0, <= 0.0MW,0.7,40.0,,2.0,3.4,15.0,63.0,,11.3,42.1,31.5,,,,,42,23.200000000000003,54.0,100,0.0,0.0,"49.24385867957405, 3.087832901286262",49.24385867957405,3.087832901286262
V.FEZ,VIC-FEZENSAC,OCCITANIE,35%,483553.8,6298751.5,0.8,12.5,5.7,10.9,15.4,19.0,9/2024: -1MW vers LECTOURE et -1MW vers JALIS,81.6 k€/MW,,0.0,0.0,Travaux de réhabilitation de la ligne 63 kV GIMONT-ISLE-JOURDAIN (Etat initial),0.0, <= 0.0MW,0.0,30.0,,2.0,2.5,21.0,63.0,Mutation d'un transformateur de 10 en 36 MVA,15.4,21.9,6.2,,,,,41,17.700000000000003,48.2,100,0.0,0.0,"43.754202277051164, 0.3121688120966713",43.754202277051164,0.3121688120966713
V.GEO,VILLENEUVE-ST-GEORGES,ILE DE FRANCE,70%,659296.94,6850608.0,0.2,0.2,2.9,1.8,1.7,3.3,,1.83 k€/MW,,0.0,3.3,,0.0, > 15.0MW,2.8,210.0,,3.0,33.5,21.0,227.0,,1.7,4.8,239.9,,,,,79,44.099999999999994,8.3,3,232.703,44.099999999999994,"48.75430687249569, 2.4459683139762425",48.75430687249569,2.4459683139762425
V.GRA,LA VILLE-SOUS-GRANGE,NOUVELLE-AQUITAINE,77%,579193.1,6553153.0,4.5,8.5,5.9,8.7,24.7,18.9,13/05/2024 : -1 MW vers SOUTERRAINE | 28/06/2024 : +2 MW depuis MONCEAUX-LA-VIROLE | 04/07/2024 : +2 MW depuis MONCEAUX-LA-VIROLE,89.94 k€/MW,,0.0,0.0,Réhabilitation de la file 90 kV entre MAUREIX et EGUZON,0.0, <= 0.0MW,1.9,40.0,,2.0,3.6,21.0,90.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,24.7,31.1,10.2,,,,,45,22.0,64.5,100,0.0,0.0,"46.0674306296764, 1.4369849465366635",46.0674306296764,1.4369849465366635
V.ISE,VAL-D ISERE,AUVERGNE-RHONE-ALPES,41%,1010108.94,6491588.5,0.0,0.0,6.3,0.0,0.0,6.3,--,41.11 k€/MW,,0.0,3.2,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, <= 0.0MW,3.2,72.0,,2.0,7.7,21.0,63.0,,0.0,6.3,79.7,,,,,53,33.839999999999996,6.3,7,74.121,33.839999999999996,"45.45373910678628, 6.969128389742629",45.45373910678628,6.969128389742629
V.JUH,VILLAINES-LA-JUHEL,PAYS-DE-LA-LOIRE,24%,456967.6,6809355.5,0.2,5.4,22.9,8.7,6.3,28.5,2024-09-09 : -2 MW vers ERNEE | 2024-09-09 : -1 MW vers EVRON 2 | 2024-11-13 : -2.5 MW vers MAYENNE,45.09 k€/MW,,0.0,4.0,Renforcement liaison 90 kV ALENCON-ZTOUASNIERE. Renouvellement liaison 90 kV VILLAINES-LA-JUHEL - ZTOUASNIERE. LS 90 kV LASSAY - MAYENNE,, <= 0.0MW,0.0,66.0,,2.0,5.3,20.0,90.0,Ajout d'un transformateur de 36 MVA,6.3,29.4,56.2,,,,,40,39.6,44.4,79,11.801999999999998,11.801999999999998,"48.33902363060542, -0.2804622848275648",48.33902363060542,-0.2804622848275648
V.LAN,VILLARD-DE-LANS,AUVERGNE-RHONE-ALPES,41%,900874.44,6445893.0,0.6,0.4,13.6,3.5,0.9,14.6,--,41.11 k€/MW,,0.0,0.0,Création d'un automate puis d'une liaison 63kV entre Vinay et St Marcellin,0.0, <= 0.0MW,0.0,72.0,,2.0,6.2,21.0,63.0,,0.9,15.1,73.8,,,,,43,41.040000000000006,19.5,26,54.611999999999995,41.040000000000006,"45.08309625631948, 5.553342522626235",45.08309625631948,5.553342522626235
V.LOT,VILLENEUVE-SUR-LOT,NOUVELLE-AQUITAINE,77%,518670.47,6369654.5,5.0,19.7,0.6,11.1,20.0,25.3,17/05/2024 : +2 MW depuis BRUCH | 04/07/2024 : +2 MW depuis AIRE SUR ADOUR 2,89.94 k€/MW,,0.0,0.0,Augmentation de la capacité de transit de la liaison 63 kV DANTOU - VILLENEUVE SUR LOT,0.0, <= 0.0MW,0.0,108.0,,3.0,9.6,21.0,62.0,,20.0,23.0,86.5,,,,,44,60.48,54.1,62,32.87,32.87,"44.40234281540435, 0.72324505534016",44.40234281540435,0.72324505534016
V.MAR,VILLE-LE-MARCLET,HAUTS-DE-FRANCE,54%,634836.25,6992311.0,0.1,1.2,2.4,2.1,10.0,3.7,!,75.29 k€/MW,0.0,0.0,16.0,Reflex: 25 MW,0.0, > 15.0MW,2.4,148.0,,5.0,5.8,15.0,90.0,Poste-source faisant partie de léexpérimentation REFLEX. ayant permis déajouter 25 MW de capacité réservée EnR,10.0,12.5,141.8,,,,,19,119.88,24.6,17,117.694,117.694,"50.02608216123399, 2.091635083951911",50.02608216123399,2.091635083951911
V.MOY,VOIE MOYENNE,GRAND-EST,78%,765723.8,6823705.5,0.0,0.0,0.0,100.4,16.0,0.0,Non,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,0.0,108.0,,3.0,0.2,21.0,89.0,,16.0,16.0,92.2,,,,,0,108.0,132.4,100,0.0,0.0,"48.52205797423648, 3.919449456273283",48.52205797423648,3.919449456273283
V.ROU,VILLEFRANCHE-DE-ROUERGUE,OCCITANIE,35%,621579.4,6361863.5,1.8,22.7,13.5,20.3,23.9,38.0,8/24: +2MW de BEL AIR - 10/24 : +2MW depuis BEL-AIR-11/24: +9MW de St Victor et +5MW de Bel-Air,81.6 k€/MW,,0.0,0.3,-,0.0, <= 0.0MW,0.0,56.0,,2.0,6.4,21.0,63.0,,23.9,39.2,18.3,,,,,57,24.08,83.4,100,0.0,0.0,"44.35145099438276, 2.01594398724378",44.35145099438276,2.01594398724378
V.SEP,VILLERS-SAINT-SEPULCRE,HAUTS-DE-FRANCE,54%,642055.1,6917919.0,0.0,0.2,73.2,0.9,0.2,73.4,!,75.29 k€/MW,,0.0,,Raccordement d'un transformateur 225/20kV au poste existant de Villers-Saint-Sepulcre. Ajout de demi-rame et d'un batiment HTA,,,1.1,80.0,,2.0,6.1,20.0,225.0,,0.2,73.4,84.9,,,,,38,49.6,74.5,87,11.037,11.037,"49.35863098088482, 2.20150283748277",49.35863098088482,2.20150283748277
V.VOI,VERTE-VOIE,HAUTS-DE-FRANCE,54%,600928.4,7068525.0,0.0,3.0,30.9,1.0,3.0,33.9,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,30.9,72.0,,2.0,10.8,16.0,89.0,,3.0,33.9,78.7,,,,,75,18.0,37.9,48,40.924,18.0,"50.70563048458758, 1.6001574547445296",50.70563048458758,1.6001574547445296
VAILL,VAILLY,CENTRE,91%,672961.0,6705670.0,1.0,12.0,0.0,3.2,12.0,13.0,2024-02-22 : +8 MW depuis HENRICHEMONT | 2024-06-01 : +1 MW depuis AUBIGNY,62.75 k€/MW,,0.0,0.0,,, <= 0.0MW,0.0,20.0,,1.0,0.8,16.0,63.0,,12.0,13.0,5.5,,,,,20,16.0,28.2,100,0.0,0.0,"47.451477710894856, 2.640211255090858",47.451477710894856,2.640211255090858
VAISE,VAISE,AUVERGNE-RHONE-ALPES,41%,840359.1,6521159.5,1.2,0.5,12.9,3.2,0.5,14.6,Trsf -11 MW le 04/07/23. Trsf -10 MW le 20/12/23. Trsf de -10 MW le 30/09/24,41.11 k€/MW,,0.0,24.2,Sans Objet,0.0, <= 0.0MW,12.9,240.0,,6.0,24.7,21.0,227.0,,0.5,14.6,260.8,,,,,51,117.6,18.3,7,242.544,117.6,"45.775766853545655, 4.806303569216986",45.775766853545655,4.806303569216986
VAISO,VAISON-LA-ROMAINE,PROVENCE-ALPES-COTE-D'AZUR,17%,866642.6,6351443.5,0.8,7.0,10.2,7.0,7.4,18.0,_,76.07 k€/MW,,0.0,16.5,,, <= 0.0MW,10.2,72.0,,2.0,6.2,21.0,63.0,,7.4,18.4,63.8,,,,,43,41.040000000000006,32.8,51,31.261999999999997,31.261999999999997,"44.242661276729415, 5.087668513501776",44.242661276729415,5.087668513501776
VALBO,VALBONNE,PROVENCE-ALPES-COTE-D'AZUR,17%,1028295.9,6288185.0,0.4,0.0,14.6,4.0,0.0,15.0,_,76.07 k€/MW,,0.0,14.8,,, <= 0.0MW,14.6,108.0,,3.0,11.4,21.0,63.0,,0.0,15.0,115.4,,,,,52,51.84,19.0,16,96.936,51.84,"43.61672193009895, 7.067504790615848",43.61672193009895,7.067504790615848
VALCA,VALCANVILLE,BASSE-NORMANDIE,83%,386488.6,6958663.0,0.3,0.2,0.0,0.7,0.8,0.5,,11.94 k€/MW,,0.0,0.3,,0.0, > 15.0MW,0.0,40.0,,2.0,3.3,21.0,89.0,,2.0,2.3,40.5,,,,,41,23.6,3.8,9,36.855,23.6,"49.64910264769576, -1.3409739404171237",49.64910264769576,-1.3409739404171237
VALDA,VALDAHON,BOURGOGNE-FRANCHE-COMTé,61%,951865.0,6676871.0,1.8,3.9,0.0,6.1,4.2,5.0,Transfert de capacité(s) : Notifié le 06/12/2024 de -5 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,4.3,56.0,,2.0,4.5,21.0,63.0,,6.6,12.7,47.9,,,,,40,33.6,23.0,48,24.908,24.908,"47.14419458933019, 6.324545972150581",47.14419458933019,6.324545972150581
VALDE,VALDEROURE,PROVENCE-ALPES-COTE-D'AZUR,17%,993427.0,6305546.0,0.0,17.3,72.7,68.3,30.5,90.0,_,76.07 k€/MW,,0.0,10.0,raccordement du 2nd transfo,,,0.0,80.0,,1.0,0.9,20.0,225.0,Ajout d'un transformateur de 80 MVA,30.5,103.2,50.2,,,,,5,76.0,202.0,100,0.0,0.0,"43.78817613919509, 6.647703667438148",43.78817613919509,6.647703667438148
VALE6,VALENTIGNEY,BOURGOGNE-FRANCHE-COMTé,61%,989027.8,6712766.0,0.0,0.0,1.0,0.8,0.0,1.0,Transfert de capacité(s) : Notifié le 06/12/2024 de -2 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,3.0,72.0,,2.0,3.8,21.0,63.0,,0.0,3.0,75.0,,,,,26,53.28,3.8,5,71.25,53.28,"47.45215716523016, 6.836865762834702",47.45215716523016,6.836865762834702
VALE7,VALENTINE,OCCITANIE,35%,512678.62,6224739.5,1.8,13.7,28.5,14.0,14.2,44.0,10/24 : trf +34MW adaptation,81.6 k€/MW,-,0.0,0.0,Etat intial: reconstruction Gourdan-Zmontréjeau en LS et Gourdan-Zmontréjeau 63 kV: augmentation de la capacité de transit,0.0, <= 0.0MW,0.0,56.0,,2.0,7.5,21.0,63.0,,14.2,44.4,35.4,,,,,66,19.04,72.6,100,0.0,0.0,"43.097504132837905, 0.7004989841476656",43.097504132837905,0.7004989841476656
VALE8,VALENCE,AUVERGNE-RHONE-ALPES,41%,852051.1,6426150.5,2.2,10.1,2.2,9.5,10.1,14.5,--,41.11 k€/MW,,0.0,2.2,Création d'un poste 400/225kVàLogisneuf,0.0, <= 0.0MW,0.0,92.0,,3.0,9.7,15.0,63.0,,10.1,14.5,82.1,,,,,52,44.16,34.1,41,48.439,44.16,"44.91797493136843, 4.927098416968771",44.91797493136843,4.927098416968771
VALE9,VALENCAY,CENTRE,91%,592155.44,6673153.5,1.8,37.6,0.0,6.3,37.7,17.5,2024-10-01 : -0.5 MW vers LEVROUX,62.75 k€/MW,,0.0,22.0,,, <= 0.0MW,0.0,40.0,,2.0,4.1,21.0,89.0,Mutation d'un transformateur de 20 en 36 MVA,37.7,39.6,0.1,,,,,51,19.6,83.6,100,0.0,0.0,"47.14992671220075, 1.5770104617598153",47.14992671220075,1.5770104617598153
VALEN,VALENCIENNES,HAUTS-DE-FRANCE,54%,738338.06,7031000.5,0.1,1.1,64.4,1.9,1.3,65.6,!,75.29 k€/MW,0.0,0.0,0.0,,0.0,,2.4,180.0,,6.0,18.1,10.0,227.0,,1.3,41.9,194.9,,,,,50,90.0,45.1,23,150.073,90.0,"50.375752404295305, 3.538648000624385",50.375752404295305,3.538648000624385
VALES,VALESCOURT,HAUTS-DE-FRANCE,54%,660278.06,6931643.0,0.0,0.2,4.4,1.6,66.7,4.6,!,75.29 k€/MW,0.0,0.0,0.0,piquage en coupure  adaptation de Vales ajout 1 TR 80 MVA,0.0, <= 0.0MW,2.4,112.0,,3.0,5.6,20.0,225.0,,66.7,71.1,49.3,,,,,25,84.0,139.39999999999998,100,0.0,0.0,"49.48287321080986, 2.4514965299692766",49.48287321080986,2.4514965299692766
VALGR,VALGROS,OCCITANIE,35%,629154.8,6238536.0,1.3,31.0,12.7,13.5,35.5,45.0,10/24 : trf +32MW adaptation,81.6 k€/MW,-,0.0,0.0,Renouvellement liaison Bordiéres-portet et Travaux zone Issel-Bagatelle issus de l'adaptation,, <= 0.0MW,12.7,76.0,,3.0,5.8,21.0,63.0,,35.5,49.5,32.7,,,,,38,47.12,98.5,100,0.0,0.0,"43.24248615719126, 2.12809228333609",43.24248615719126,2.12809228333609
VALIN,LA VALINIERE,NOUVELLE-AQUITAINE,77%,364920.88,6547129.5,0.6,0.7,4.5,2.8,0.7,5.8,15/02/2023 : -32 MW vers VALDIVIENNE | 08/03/2023 : -9 MW vers MONTGUYON,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,4.5,72.0,,2.0,6.8,21.0,90.0,,0.7,5.8,75.3,,,,,47,38.16,9.3,12,66.264,38.16,"45.94143279356491, -1.3263937292063177",45.94143279356491,-1.3263937292063177
VALL6,VALLET,PAYS-DE-LA-LOIRE,24%,378046.75,6684000.0,0.3,2.9,32.8,4.1,4.6,36.0,!,45.09 k€/MW,,0.0,36.0,!,, > 15.0MW,0.0,40.0,,2.0,5.1,21.0,90.0,Ajout d'un transformateur de 36 MVA,4.6,37.7,36.4,,,,,63,14.8,46.400000000000006,100,0.0,0.0,"47.17822652278333, -1.2530532335379743",47.17822652278333,-1.2530532335379743
VALLE,LA VALLEE,BASSE-NORMANDIE,83%,497156.1,6905409.0,0.5,0.0,0.0,1.6,2.2,0.5,,11.94 k€/MW,,0.0,0.2,,0.0, > 15.0MW,0.0,40.0,,2.0,4.4,21.0,89.0,,2.2,2.7,40.6,,,,,55,18.0,6.5,16,34.104,18.0,"49.21640592544979, 0.21562524713032247",49.21640592544979,0.21562524713032247
VANDI,VANDIERES,GRAND-EST,78%,921323.75,6876555.5,5.1,0.9,2.2,7.2,4.8,8.2,28/12/2023 : +3.6 MW.. 18/11/2024 : +2.09 MW,81.82 k€/MW,Non,0.0,0.0,EI schéma GE: reconstruction de la liaison Vandiéres - Void et passage de 63à225 kV,0.0, > 15.0MW,0.0,72.0,,2.0,6.4,21.0,62.0,,20.8,26.0,50.3,,,,,44,40.32000000000001,38.0,75,12.575,12.575,"48.95085462506151, 6.022072047635941",48.95085462506151,6.022072047635941
VANNE,VANNES,BRETAGNE,96%,268933.16,6745372.0,1.6,3.2,0.0,3.4,3.5,3.0,"Transfert de -13 MW le 17/10/2016, transfert +1 MW 15/05/22, transfert +1 MW 17/01/24",19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.5,108.0,,3.0,14.2,21.0,62.0,,3.5,5.6,115.3,,,,,65,37.8,12.5,10,103.77,37.8,"47.66750612085162, -2.748863515161095",47.66750612085162,-2.748863515161095
